lat,lon,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6
-8.079855072463769,-34.89761261261261,-80.37104193337069,-66.78958846754693,-59.22861653253037,-66.78958739492711,-84.07344724205171,-83.60764143324866
-8.079855072463769,-34.89738738738738,-80.26976956968159,-66.39144742659964,-59.550464141985515,-66.39144637910857,-83.97037167069837,-83.5680448697324
-8.079855072463769,-34.89716216216216,-80.17195234132316,-66.00414906922525,-59.86687186869325,-66.00414805451913,-83.86876995402349,-83.53131530637992
-8.079855072463769,-34.89693693693693,-80.07774902298934,-65.6307208365152,-60.177994477129246,-65.63071986306284,-83.7687245434486,-83.49749706592829
-8.079855072463769,-34.89671171171171,-79.98731740582159,-65.27449258211736,-60.48398193584666,-65.27449165916691,-83.67031944922437,-83.46663142077765
-8.079855072463769,-34.89648648648648,-79.90081359687542,-64.9390608542454,-60.784979440901935,-64.93905999169344,-83.57364011860605,-83.43875643110303
-8.079855072463769,-34.896261261261266,-79.8183912849181,-64.62822877735154,-61.081127468078705,-64.62822798552715,-83.47877329949776,-83.41390679304868
-8.079855072463769,-34.89603603603604,-79.7402009775439,-64.34591852045885,-61.37256184784806,-64.34591780987718,-83.38580688913544,-83.39211369823138
-8.079855072463769,-34.89581081081081,-79.66638921574818,-64.09605555464243,-61.659413857750565,-64.09605493563542,-83.29482976770706,-83.37340470574324
-8.079855072463769,-34.895585585585586,-79.59709777270947,-63.88242718992308,-61.94181032813604,-63.88242667226304,-83.20593161659201,-83.35780362768662
-8.079855072463769,-34.89536036036036,-79.53246284444302,-63.70852201118011,-62.21987375783196,-63.70852160361581,-83.11920272136791,-83.34533042927316
-8.079855072463769,-34.89513513513513,-79.472614240712,-63.57736121077835,-62.49372243653376,-63.577360920584084,-83.03473375965825,-83.3360011443331
-8.079855072463769,-34.894909909909906,-79.41767458500476,-63.49133652674371,-62.76347057222968,-63.49133635932847,-82.9526155741533,-83.32982780697452
